000026-0-000,Actinokineospora_fastidiosa
02941-0-000,Streptomyces_albolongus
65628-0-001,Streptomyces_albolongus
004713-0-001,Streptomyces_alboniger
017749-0-001,Streptomyces_alboniger
02941-0-000,Streptomyces_alboniger
028258-0-001,Streptomyces_albovinaceus
028514-0-001,Streptomyces_albovinaceus
028514-0-002,Streptomyces_albovinaceus
028514-0-003,Streptomyces_albovinaceus
028514-0-004,Streptomyces_albovinaceus
028514-0-002,Streptomyces_alboviridis
02941-0-000,Streptomyces_alboviridis
65628-0-000,Streptomyces_alboviridis
65628-0-001,Streptomyces_alboviridis
02941-0-000,Streptomyces_albulus
64117-0-004,Streptomyces_albulus
65768-0-000,Streptomyces_albulus
003442-0-001,Streptomyces_albus
007534-0-001,Streptomyces_albus
010199-0-000,Streptomyces_albus
02341-0-001,Streptomyces_albus
02738-0-001,Streptomyces_albus
02941-0-000,Streptomyces_albus
2008_001008-0-001,Streptomyces_albus
63457-0-001,Streptomyces_albus
63858-0-001,Streptomyces_albus
63859-0-002,Streptomyces_albus
64117-0-004,Streptomyces_albus
64791-0-000,Streptomyces_albus
64940-0-001,Streptomyces_albus
65037-0-000,Streptomyces_albus
65301-0-000,Streptomyces_albus
003442-0-001,Streptomyces_almquistii
007534-0-001,Streptomyces_almquistii
008946-0-000,Streptomyces_almquistii
009357-0-001,Streptomyces_almquistii
019869-0-001,Streptomyces_almquistii
008417-0-001,Streptomyces_ambofaciens
008862-0-001,Streptomyces_ambofaciens
008946-0-000,Streptomyces_ambofaciens
010793-0-001,Streptomyces_ambofaciens
013763-0-001,Streptomyces_ambofaciens
014803-0-002,Streptomyces_ambofaciens
016378-0-001,Streptomyces_ambofaciens
016477-0-001,Streptomyces_ambofaciens
019448-0-000,Streptomyces_ambofaciens
021659-0-001,Streptomyces_ambofaciens
023283-0-000,Streptomyces_ambofaciens
02341-0-001,Streptomyces_ambofaciens
023432-0-000,Streptomyces_ambofaciens
023531-0-000,Streptomyces_ambofaciens
024273-0-001,Streptomyces_ambofaciens
024281-0-001,Streptomyces_ambofaciens
02738-0-001,Streptomyces_ambofaciens
027722-0-001,Streptomyces_ambofaciens
028829-0-001,Streptomyces_ambofaciens
02982-0-000,Streptomyces_ambofaciens
030130-0-000,Streptomyces_ambofaciens
63460-0-000,Streptomyces_ambofaciens
64117-0-004,Streptomyces_ambofaciens
64217-0-001,Streptomyces_ambofaciens
64940-0-001,Streptomyces_ambofaciens
65056-0-000,Streptomyces_ambofaciens
65272-0-000,Streptomyces_ambofaciens
65410-0-001,Streptomyces_ambofaciens
65548-0-000,Streptomyces_ambofaciens
65559-0-000,Streptomyces_ambofaciens
65680-0-001,Streptomyces_ambofaciens
012161-0-000,Streptomyces_angustmyceticus
023036-0-001,Streptomyces_angustmyceticus
65768-0-000,Streptomyces_angustmyceticus
65769-0-000,Streptomyces_angustmyceticus
008946-0-000,Streptomyces_anthocyanicus
020446-0-001,Streptomyces_anthocyanicus
008862-0-001,Streptomyces_antibioticus
019091-0-001,Streptomyces_antibioticus
028258-0-001,Streptomyces_antibioticus
028514-0-000,Streptomyces_antibioticus
02941-0-000,Streptomyces_antibioticus
65768-0-000,Streptomyces_antibioticus
015339-0-003,Streptomyces_antimycoticus
020719-0-000,Streptomyces_antimycoticus
021329-0-001,Streptomyces_antimycoticus
2008_001008-0-001,Streptomyces_antimycoticus
65408-0-000,Streptomyces_antimycoticus
028514-0-001,Streptomyces_anulatus
028514-0-002,Streptomyces_anulatus
028514-0-003,Streptomyces_anulatus
028514-0-004,Streptomyces_anulatus
024018-0-001,Streptomyces_arenae
02738-0-001,Streptomyces_arenae
02897-0-001,Streptomyces_arenae
64934-0-001,Streptomyces_arenae
65311-0-000,Streptomyces_arenae
019091-0-001,Streptomyces_argenteolus
028514-0-001,Streptomyces_argenteolus
028514-0-002,Streptomyces_argenteolus
028514-0-003,Streptomyces_argenteolus
028514-0-004,Streptomyces_argenteolus
02941-0-000,Streptomyces_argenteolus
63654-0-000,Streptomyces_argenteolus
011965-0-001,Streptomyces_armeniacus
63457-0-001,Streptomyces_armeniacus
65037-0-000,Streptomyces_armeniacus
02891-0-001,Streptomyces_asiaticus
2008_001008-0-001,Streptomyces_asiaticus
65408-0-000,Streptomyces_asiaticus
020446-0-001,Streptomyces_asterosporus
024018-0-001,Streptomyces_asterosporus
019091-0-001,Streptomyces_atroolivaceus
028514-0-002,Streptomyces_atroolivaceus
028514-0-003,Streptomyces_atroolivaceus
028514-0-004,Streptomyces_atroolivaceus
65628-0-000,Streptomyces_atroolivaceus
019091-0-001,Streptomyces_aurantiacus
028514-0-000,Streptomyces_aurantiacus
008946-0-000,Streptomyces_aurantiogriseus
011387-0-002,Streptomyces_aurantiogriseus
020446-0-001,Streptomyces_aurantiogriseus
024018-0-001,Streptomyces_aurantiogriseus
65769-0-000,Streptomyces_aurantiogriseus
003442-0-001,Streptomyces_auratus
012161-0-000,Streptomyces_auratus
02891-0-001,Streptomyces_auratus
65408-0-000,Streptomyces_auratus
02341-0-001,Streptomyces_aureofaciens
02738-0-001,Streptomyces_aureofaciens
64117-0-004,Streptomyces_aureofaciens
65768-0-000,Streptomyces_aureofaciens
02844-0-000,Streptomyces_aureus
028514-0-001,Streptomyces_aureus
028514-0-002,Streptomyces_aureus
028514-0-004,Streptomyces_aureus
64913-0-000,Streptomyces_aureus
008862-0-001,Streptomyces_avermitilis
64117-0-004,Streptomyces_avermitilis
65013-0-000,Streptomyces_avermitilis
65013-0-001,Streptomyces_avermitilis
004713-0-001,Streptomyces_baarnensis
006171-0-001,Streptomyces_baarnensis
65628-0-001,Streptomyces_baarnensis
023192-0-000,Streptomyces_bacillaris
028514-0-001,Streptomyces_bacillaris
028514-0-002,Streptomyces_bacillaris
028514-0-003,Streptomyces_bacillaris
028514-0-004,Streptomyces_bacillaris
65311-0-000,Streptomyces_bacillaris
006171-0-001,Streptomyces_badius
028258-0-001,Streptomyces_badius
028514-0-001,Streptomyces_badius
028514-0-002,Streptomyces_badius
028514-0-003,Streptomyces_badius
028514-0-004,Streptomyces_badius
65311-0-000,Streptomyces_badius
02941-0-000,Streptomyces_bambergiensis
64934-0-001,Streptomyces_bambergiensis
020719-0-000,Streptomyces_beijiangensis
02844-0-000,Streptomyces_beijiangensis
02897-0-001,Streptomyces_beijiangensis
63158-0-000,Streptomyces_bellus
63168-0-000,Streptomyces_bellus
65037-0-000,Streptomyces_bellus
006171-0-001,Streptomyces_bikiniensis
019091-0-001,Streptomyces_bikiniensis
02341-0-001,Streptomyces_bikiniensis
02519-0-000,Streptomyces_bikiniensis
02738-0-001,Streptomyces_bikiniensis
029389-0-000,Streptomyces_bikiniensis
02941-0-000,Streptomyces_bikiniensis
63457-0-001,Streptomyces_bikiniensis
63654-0-000,Streptomyces_bikiniensis
64117-0-004,Streptomyces_bikiniensis
64774-0-001,Streptomyces_bikiniensis
64913-0-000,Streptomyces_bikiniensis
64913-0-001,Streptomyces_bikiniensis
007179-0-000,Streptomyces_blastmyceticus
009878-0-000,Streptomyces_blastmyceticus
019125-0-000,Streptomyces_blastmyceticus
023036-0-001,Streptomyces_blastmyceticus
019091-0-001,Streptomyces_bluensis
02341-0-001,Streptomyces_bluensis
02738-0-001,Streptomyces_bluensis
65037-0-000,Streptomyces_bluensis
028514-0-001,Streptomyces_bobili
028514-0-002,Streptomyces_bobili
028514-0-004,Streptomyces_bobili
63654-0-000,Streptomyces_bobili
019091-0-001,Streptomyces_bottropensis
02341-0-001,Streptomyces_bottropensis
02519-0-000,Streptomyces_bottropensis
02738-0-001,Streptomyces_bottropensis
65525-0-001,Streptomyces_bottropensis
017392-0-000,Streptomyces_bungoensis
019091-0-001,Streptomyces_bungoensis
64934-0-001,Streptomyces_bungoensis
003442-0-001,Streptomyces_cacaoi
009357-0-001,Streptomyces_cacaoi
011965-0-001,Streptomyces_cacaoi
019869-0-001,Streptomyces_cacaoi
020446-0-001,Streptomyces_cacaoi
2008_001008-0-001,Streptomyces_cacaoi
64940-0-001,Streptomyces_cacaoi
024273-0-001,Streptomyces_caelestis
02738-0-001,Streptomyces_caelestis
02891-0-001,Streptomyces_caelestis
02897-0-001,Streptomyces_caelestis
64940-0-001,Streptomyces_caelestis
008946-0-000,Streptomyces_caesius
011387-0-002,Streptomyces_caesius
63516-0-000,Streptomyces_caesius
019125-0-000,Streptomyces_caespitosus
02238-0-000,Streptomyces_caespitosus
020446-0-001,Streptomyces_calvus
024018-0-001,Streptomyces_calvus
024273-0-001,Streptomyces_canescens
02692-0-001,Streptomyces_canescens
02897-0-001,Streptomyces_canescens
65311-0-000,Streptomyces_canescens
021329-0-001,Streptomyces_cangkringensis
02891-0-001,Streptomyces_cangkringensis
02897-0-001,Streptomyces_cangkringensis
2008_001008-0-001,Streptomyces_cangkringensis
63959-0-000,Streptomyces_cangkringensis
65408-0-000,Streptomyces_cangkringensis
012161-0-000,Streptomyces_caniferus
028514-0-001,Streptomyces_caniferus
028514-0-002,Streptomyces_caniferus
028514-0-003,Streptomyces_caniferus
64934-0-001,Streptomyces_caniferus
017392-0-000,Streptomyces_canus
028514-0-000,Streptomyces_canus
000497-0-001,Streptomyces_carpaticus
009357-0-001,Streptomyces_carpaticus
020719-0-000,Streptomyces_carpaticus
2008_001008-0-001,Streptomyces_carpaticus
64940-0-001,Streptomyces_carpaticus
021329-0-001,Streptomyces_castelarensis
2008_001008-0-001,Streptomyces_castelarensis
63959-0-000,Streptomyces_castelarensis
65408-0-000,Streptomyces_castelarensis
009878-0-000,Streptomyces_catenulae
012161-0-000,Streptomyces_catenulae
019869-0-000,Streptomyces_catenulae
02941-0-000,Streptomyces_catenulae
63959-0-000,Streptomyces_catenulae
2008_001008-0-001,Streptomyces_cattleya
64940-0-001,Streptomyces_cattleya
004713-0-001,Streptomyces_caviscabies
006171-0-001,Streptomyces_caviscabies
02519-0-000,Streptomyces_caviscabies
63654-0-000,Streptomyces_caviscabies
64085-0-000,Streptomyces_caviscabies
006171-0-001,Streptomyces_cavourensis
023192-0-000,Streptomyces_cavourensis
65628-0-000,Streptomyces_cavourensis
65628-0-001,Streptomyces_cavourensis
009878-0-000,Streptomyces_cebimarensis
011965-0-001,Streptomyces_cebimarensis
008862-0-001,Streptomyces_cellostaticus
028514-0-000,Streptomyces_cellostaticus
029389-0-000,Streptomyces_cellostaticus
006171-0-001,Streptomyces_celluloflavus
023192-0-000,Streptomyces_celluloflavus
023515-0-001,Streptomyces_celluloflavus
2008_001008-0-001,Streptomyces_celluloflavus
65628-0-000,Streptomyces_celluloflavus
65628-0-001,Streptomyces_celluloflavus
000497-0-001,Streptomyces_champavatii
64940-0-001,Streptomyces_champavatii
017392-0-000,Streptomyces_chartreusis
017749-0-001,Streptomyces_chartreusis
019091-0-001,Streptomyces_chartreusis
02519-0-000,Streptomyces_chartreusis
02844-0-000,Streptomyces_chartreusis
63654-0-000,Streptomyces_chartreusis
008946-0-000,Streptomyces_chattanoogensis
011387-0-002,Streptomyces_chattanoogensis
02941-0-000,Streptomyces_chattanoogensis
63516-0-000,Streptomyces_chattanoogensis
63959-0-000,Streptomyces_chattanoogensis
65768-0-000,Streptomyces_chattanoogensis
000497-0-001,Streptomyces_cheonanensis
009357-0-001,Streptomyces_cheonanensis
2008_001008-0-001,Streptomyces_cheonanensis
63816-0-000,Streptomyces_cheonanensis
64940-0-001,Streptomyces_cheonanensis
65027-0-001,Streptomyces_cheonanensis
019869-0-000,Streptomyces_chrestomyceticus
029280-0-001,Streptomyces_chrestomyceticus
63959-0-000,Streptomyces_chrestomyceticus
64774-0-001,Streptomyces_chrestomyceticus
65768-0-000,Streptomyces_chrestomyceticus
68226-0-000,Streptomyces_chrestomyceticus
007971-0-001,Streptomyces_chryseus
65628-0-000,Streptomyces_chryseus
02674-0-000,Streptomyces_cinereorectus
028514-0-002,Streptomyces_cinereorectus
028514-0-003,Streptomyces_cinereorectus
028514-0-004,Streptomyces_cinereorectus
63070-0-001,Streptomyces_cinereorectus
63329-0-000,Streptomyces_cinereorectus
64165-0-000,Streptomyces_cinereorectus
65480-0-000,Streptomyces_cinereorectus
023515-0-001,Streptomyces_cinereoruber
028514-0-000,Streptomyces_cinereoruber
02941-0-000,Streptomyces_cinereoruber
64774-0-001,Streptomyces_cinereoruber
019091-0-001,Streptomyces_cinnabarinus
02519-0-000,Streptomyces_cinnabarinus
028258-0-001,Streptomyces_cinnabarinus
028514-0-000,Streptomyces_cinnabarinus
020719-0-000,Streptomyces_cinnamoneus
029280-0-001,Streptomyces_cinnamoneus
65027-0-001,Streptomyces_cinnamoneus
68226-0-000,Streptomyces_cinnamoneus
028514-0-001,Streptomyces_cirratus
028514-0-002,Streptomyces_cirratus
028514-0-003,Streptomyces_cirratus
028514-0-004,Streptomyces_cirratus
02941-0-000,Streptomyces_cirratus
004713-0-001,Streptomyces_ciscaucasicus
008862-0-001,Streptomyces_ciscaucasicus
017392-0-000,Streptomyces_ciscaucasicus
019091-0-001,Streptomyces_ciscaucasicus
028258-0-001,Streptomyces_ciscaucasicus
028514-0-001,Streptomyces_clavifer
028514-0-002,Streptomyces_clavifer
028514-0-003,Streptomyces_clavifer
028514-0-004,Streptomyces_clavifer
65628-0-000,Streptomyces_clavifer
008946-0-000,Streptomyces_coelescens
011387-0-002,Streptomyces_coelescens
020446-0-001,Streptomyces_coelescens
63457-0-001,Streptomyces_coelescens
63460-0-000,Streptomyces_coelescens
63516-0-000,Streptomyces_coelescens
016451-0-001,Streptomyces_coelicolor
019810-0-000,Streptomyces_coelicolor
024273-0-001,Streptomyces_coelicolor
02692-0-001,Streptomyces_coelicolor
02897-0-001,Streptomyces_coelicolor
02941-0-000,Streptomyces_coelicolor
63460-0-000,Streptomyces_coelicolor
63516-0-000,Streptomyces_coelicolor
63654-0-000,Streptomyces_coelicolor
63816-0-000,Streptomyces_coelicolor
64940-0-001,Streptomyces_coelicolor
65013-0-000,Streptomyces_coelicolor
65013-0-001,Streptomyces_coelicolor
65013-0-002,Streptomyces_coelicolor
65013-0-003,Streptomyces_coelicolor
65525-0-001,Streptomyces_coelicolor
65769-0-000,Streptomyces_coelicolor
02341-0-001,Streptomyces_coeruleofuscus
02738-0-001,Streptomyces_coeruleofuscus
02897-0-001,Streptomyces_coeruleofuscus
63158-0-000,Streptomyces_coeruleofuscus
63168-0-000,Streptomyces_coeruleofuscus
64940-0-001,Streptomyces_coeruleofuscus
65037-0-000,Streptomyces_coeruleofuscus
02941-0-000,Streptomyces_coeruleorubidus
63168-0-000,Streptomyces_coeruleorubidus
63816-0-000,Streptomyces_coeruleorubidus
003442-0-001,Streptomyces_coerulescens
023036-0-001,Streptomyces_coerulescens
02891-0-001,Streptomyces_coerulescens
63168-0-000,Streptomyces_coerulescens
65311-0-000,Streptomyces_coerulescens
011387-0-002,Streptomyces_collinus
02941-0-000,Streptomyces_collinus
63460-0-000,Streptomyces_collinus
63959-0-000,Streptomyces_collinus
65480-0-000,Streptomyces_collinus
004713-0-001,Streptomyces_corchorusii
017749-0-001,Streptomyces_corchorusii
028514-0-000,Streptomyces_corchorusii
02941-0-000,Streptomyces_corchorusii
64774-0-001,Streptomyces_corchorusii
65769-0-000,Streptomyces_corchorusii
003442-0-001,Streptomyces_cremeus
023192-0-000,Streptomyces_cremeus
023515-0-001,Streptomyces_cremeus
028514-0-001,Streptomyces_cremeus
028514-0-002,Streptomyces_cremeus
028514-0-003,Streptomyces_cremeus
028514-0-004,Streptomyces_cremeus
65628-0-000,Streptomyces_cremeus
023515-0-001,Streptomyces_crystallinus
029389-0-000,Streptomyces_crystallinus
64774-0-001,Streptomyces_crystallinus
004713-0-001,Streptomyces_curacoi
017749-0-001,Streptomyces_curacoi
019091-0-001,Streptomyces_curacoi
028514-0-000,Streptomyces_curacoi
012161-0-000,Streptomyces_cuspidosporus
63158-0-000,Streptomyces_cuspidosporus
63959-0-000,Streptomyces_cuspidosporus
028258-0-001,Streptomyces_cyaneofuscatus
028514-0-003,Streptomyces_cyaneofuscatus
028514-0-004,Streptomyces_cyaneofuscatus
008862-0-001,Streptomyces_cyaneus
017392-0-000,Streptomyces_cyaneus
017749-0-001,Streptomyces_cyaneus
02519-0-000,Streptomyces_cyaneus
02738-0-001,Streptomyces_cyaneus
028258-0-001,Streptomyces_cyaneus
02844-0-000,Streptomyces_cyaneus
028514-0-000,Streptomyces_cyaneus
028514-0-001,Streptomyces_cyaneus
028514-0-002,Streptomyces_cyaneus
028514-0-004,Streptomyces_cyaneus
02891-0-001,Streptomyces_cyaneus
02897-0-001,Streptomyces_cyaneus
02941-0-000,Streptomyces_cyaneus
65037-0-000,Streptomyces_cyaneus
028514-0-000,Streptomyces_deccanensis
65525-0-001,Streptomyces_deccanensis
015339-0-003,Streptomyces_demainii
65408-0-000,Streptomyces_demainii
019091-0-001,Streptomyces_echinatus
02519-0-000,Streptomyces_echinatus
028514-0-000,Streptomyces_echinatus
63654-0-000,Streptomyces_echinatus
003442-0-001,Streptomyces_ehimensis
019125-0-000,Streptomyces_ehimensis
02238-0-000,Streptomyces_ehimensis
029280-0-001,Streptomyces_ehimensis
02941-0-000,Streptomyces_ehimensis
68226-0-000,Streptomyces_ehimensis
003442-0-001,Streptomyces_endus
009357-0-001,Streptomyces_endus
011965-0-001,Streptomyces_endus
015339-0-003,Streptomyces_endus
2008_001008-0-001,Streptomyces_endus
009878-0-000,Streptomyces_erumpens
011965-0-001,Streptomyces_erumpens
012161-0-000,Streptomyces_erumpens
019869-0-000,Streptomyces_erumpens
020669-0-001,Streptomyces_erumpens
63959-0-000,Streptomyces_erumpens
65628-0-000,Streptomyces_erumpens
65628-0-001,Streptomyces_erumpens
64165-0-000,Streptomyces_europaeiscabiei
65525-0-001,Streptomyces_europaeiscabiei
007971-0-001,Streptomyces_exfoliatus
023515-0-001,Streptomyces_exfoliatus
028514-0-001,Streptomyces_exfoliatus
028514-0-002,Streptomyces_exfoliatus
028514-0-003,Streptomyces_exfoliatus
028514-0-004,Streptomyces_exfoliatus
65628-0-001,Streptomyces_exfoliatus
024273-0-001,Streptomyces_felleus
02692-0-001,Streptomyces_felleus
029280-0-001,Streptomyces_fenghuangensis
68226-0-000,Streptomyces_fenghuangensis
003442-0-001,Streptomyces_ferralitis
007534-0-001,Streptomyces_ferralitis
009878-0-000,Streptomyces_ferralitis
011965-0-001,Streptomyces_ferralitis
019869-0-001,Streptomyces_ferralitis
02891-0-001,Streptomyces_ferralitis
2008_001008-0-001,Streptomyces_ferralitis
63959-0-000,Streptomyces_ferralitis
017392-0-000,Streptomyces_fimbriatus
028514-0-000,Streptomyces_fimbriatus
029280-0-001,Streptomyces_fimbriatus
65037-0-000,Streptomyces_fimbriatus
68226-0-000,Streptomyces_fimbriatus
006171-0-001,Streptomyces_fimicarius
007971-0-001,Streptomyces_fimicarius
028258-0-001,Streptomyces_fimicarius
028514-0-001,Streptomyces_fimicarius
028514-0-002,Streptomyces_fimicarius
028514-0-003,Streptomyces_fimicarius
028514-0-004,Streptomyces_fimicarius
65628-0-000,Streptomyces_finlayi
65628-0-001,Streptomyces_finlayi
003442-0-001,Streptomyces_flavofuscus
006171-0-001,Streptomyces_flavofuscus
007534-0-001,Streptomyces_flavofuscus
006171-0-001,Streptomyces_flavogriseus
007971-0-001,Streptomyces_flavogriseus
02844-0-000,Streptomyces_flavogriseus
65628-0-000,Streptomyces_flavogriseus
019091-0-001,Streptomyces_flavovariabilis
028258-0-001,Streptomyces_flavovariabilis
029389-0-000,Streptomyces_flavovariabilis
65769-0-000,Streptomyces_flavovariabilis
003442-0-001,Streptomyces_flavoviridis
020446-0-001,Streptomyces_flavoviridis
65037-0-000,Streptomyces_flavoviridis
003442-0-001,Streptomyces_flocculus
007534-0-001,Streptomyces_flocculus
009357-0-001,Streptomyces_flocculus
02251-0-001,Streptomyces_fradiae
02844-0-000,Streptomyces_fradiae
02941-0-000,Streptomyces_fradiae
63816-0-000,Streptomyces_fradiae
02738-0-001,Streptomyces_fumanus
02891-0-001,Streptomyces_fumanus
02897-0-001,Streptomyces_fumanus
63168-0-000,Streptomyces_fumanus
64940-0-001,Streptomyces_fumanus
024018-0-001,Streptomyces_fumigatiscleroticus
64934-0-001,Streptomyces_fumigatiscleroticus
017392-0-000,Streptomyces_galbus
017749-0-001,Streptomyces_galbus
019091-0-001,Streptomyces_galbus
02341-0-001,Streptomyces_galbus
02738-0-001,Streptomyces_galbus
64934-0-001,Streptomyces_galbus
64940-0-001,Streptomyces_galbus
004713-0-001,Streptomyces_galilaeus
017749-0-001,Streptomyces_galilaeus
02844-0-000,Streptomyces_galilaeus
02941-0-000,Streptomyces_galilaeus
63654-0-000,Streptomyces_galilaeus
003442-0-001,Streptomyces_gibsonii
007534-0-001,Streptomyces_gibsonii
019869-0-001,Streptomyces_gibsonii
63168-0-000,Streptomyces_glaucescens
64940-0-001,Streptomyces_glaucescens
007179-0-000,Streptomyces_glauciniger
63158-0-000,Streptomyces_glauciniger
64864-0-001,Streptomyces_glauciniger
64940-0-001,Streptomyces_glauciniger
65037-0-000,Streptomyces_glauciniger
012161-0-000,Streptomyces_glebosus
64934-0-001,Streptomyces_glebosus
006171-0-001,Streptomyces_globisporus
028258-0-001,Streptomyces_globisporus
02941-0-000,Streptomyces_globisporus
019091-0-001,Streptomyces_globosus
029389-0-000,Streptomyces_globosus
64774-0-001,Streptomyces_globosus
65628-0-000,Streptomyces_globosus
004713-0-001,Streptomyces_glomeroaurantiacus
008862-0-001,Streptomyces_glomeroaurantiacus
017749-0-001,Streptomyces_glomeroaurantiacus
017392-0-000,Streptomyces_gobitricini
019091-0-001,Streptomyces_gobitricini
023515-0-001,Streptomyces_gobitricini
028258-0-001,Streptomyces_gobitricini
02897-0-001,Streptomyces_gougerotii
63457-0-001,Streptomyces_gougerotii
003442-0-001,Streptomyces_graminofaciens
019091-0-001,Streptomyces_graminofaciens
64774-0-001,Streptomyces_graminofaciens
02891-0-001,Streptomyces_griseiniger
65408-0-000,Streptomyces_griseiniger
008862-0-001,Streptomyces_griseoaurantiacus
63457-0-001,Streptomyces_griseoaurantiacus
63460-0-000,Streptomyces_griseoaurantiacus
006171-0-001,Streptomyces_griseobrunneus
023192-0-000,Streptomyces_griseobrunneus
009878-0-000,Streptomyces_griseocarneus
019125-0-000,Streptomyces_griseocarneus
020669-0-001,Streptomyces_griseocarneus
02341-0-001,Streptomyces_griseocarneus
02519-0-000,Streptomyces_griseocarneus
02738-0-001,Streptomyces_griseocarneus
02891-0-001,Streptomyces_griseocarneus
63158-0-000,Streptomyces_griseocarneus
63460-0-000,Streptomyces_griseocarneus
63816-0-000,Streptomyces_griseocarneus
64117-0-004,Streptomyces_griseocarneus
008862-0-001,Streptomyces_griseochromogenes
017392-0-000,Streptomyces_griseochromogenes
019091-0-001,Streptomyces_griseochromogenes
02341-0-001,Streptomyces_griseochromogenes
02519-0-000,Streptomyces_griseochromogenes
02738-0-001,Streptomyces_griseochromogenes
02897-0-001,Streptomyces_griseochromogenes
029389-0-000,Streptomyces_griseochromogenes
02941-0-000,Streptomyces_griseochromogenes
63168-0-000,Streptomyces_griseochromogenes
64117-0-004,Streptomyces_griseochromogenes
019091-0-001,Streptomyces_griseofuscus
028514-0-000,Streptomyces_griseofuscus
02941-0-000,Streptomyces_griseolus
65311-0-000,Streptomyces_griseolus
019091-0-001,Streptomyces_griseoruber
028514-0-000,Streptomyces_griseoruber
019091-0-001,Streptomyces_griseorubiginosus
02519-0-000,Streptomyces_griseorubiginosus
028258-0-001,Streptomyces_griseorubiginosus
028514-0-000,Streptomyces_griseorubiginosus
028514-0-003,Streptomyces_griseorubiginosus
64774-0-001,Streptomyces_griseorubiginosus
65628-0-000,Streptomyces_griseorubiginosus
003442-0-001,Streptomyces_griseoverticillatus
02238-0-000,Streptomyces_griseoverticillatus
02941-0-000,Streptomyces_griseoviridis
65769-0-000,Streptomyces_griseoviridis
004713-0-001,Streptomyces_griseus
005611-0-000,Streptomyces_griseus
006171-0-001,Streptomyces_griseus
007815-0-000,Streptomyces_griseus
007971-0-001,Streptomyces_griseus
016337-0-000,Streptomyces_griseus
016543-0-000,Streptomyces_griseus
017749-0-001,Streptomyces_griseus
019091-0-001,Streptomyces_griseus
019208-0-000,Streptomyces_griseus
022327-0-000,Streptomyces_griseus
023192-0-000,Streptomyces_griseus
02341-0-001,Streptomyces_griseus
02438-0-002,Streptomyces_griseus
02519-0-000,Streptomyces_griseus
025932-0-001,Streptomyces_griseus
02674-0-000,Streptomyces_griseus
02738-0-001,Streptomyces_griseus
028258-0-001,Streptomyces_griseus
02844-0-000,Streptomyces_griseus
02891-0-001,Streptomyces_griseus
029280-0-001,Streptomyces_griseus
02941-0-000,Streptomyces_griseus
63070-0-001,Streptomyces_griseus
63329-0-000,Streptomyces_griseus
63460-0-000,Streptomyces_griseus
63654-0-000,Streptomyces_griseus
64117-0-004,Streptomyces_griseus
64165-0-000,Streptomyces_griseus
64913-0-000,Streptomyces_griseus
64913-0-001,Streptomyces_griseus
64940-0-001,Streptomyces_griseus
65311-0-000,Streptomyces_griseus
65525-0-001,Streptomyces_griseus
65628-0-000,Streptomyces_griseus
65628-0-001,Streptomyces_griseus
65768-0-000,Streptomyces_griseus
68226-0-000,Streptomyces_griseus
029280-0-001,Streptomyces_guanduensis
63959-0-000,Streptomyces_guanduensis
68226-0-000,Streptomyces_guanduensis
02238-0-000,Streptomyces_hachijoensis
023192-0-000,Streptomyces_hachijoensis
02941-0-000,Streptomyces_hachijoensis
007534-0-001,Streptomyces_hainanensis
009357-0-001,Streptomyces_hainanensis
2008_001008-0-001,Streptomyces_hainanensis
64940-0-001,Streptomyces_hainanensis
023515-0-001,Streptomyces_halstedii
028514-0-003,Streptomyces_halstedii
65768-0-000,Streptomyces_halstedii
024273-0-001,Streptomyces_hawaiiensis
63168-0-000,Streptomyces_hawaiiensis
007534-0-001,Streptomyces_hebeiensis
02897-0-001,Streptomyces_hebeiensis
2008_001008-0-001,Streptomyces_hebeiensis
65037-0-000,Streptomyces_hebeiensis
65769-0-000,Streptomyces_hebeiensis
007971-0-001,Streptomyces_helvaticus
65628-0-000,Streptomyces_helvaticus
021329-0-001,Streptomyces_himastatinicus
65408-0-000,Streptomyces_himastatinicus
003442-0-001,Streptomyces_hiroshimensis
019125-0-000,Streptomyces_hiroshimensis
02941-0-000,Streptomyces_hiroshimensis
008946-0-000,Streptomyces_humiferus
011387-0-002,Streptomyces_humiferus
020446-0-001,Streptomyces_humiferus
02844-0-000,Streptomyces_humiferus
63457-0-001,Streptomyces_humiferus
63516-0-000,Streptomyces_humiferus
003442-0-001,Streptomyces_hygroscopicus
012161-0-000,Streptomyces_hygroscopicus
015339-0-003,Streptomyces_hygroscopicus
017749-0-001,Streptomyces_hygroscopicus
01851-0-001,Streptomyces_hygroscopicus
021329-0-001,Streptomyces_hygroscopicus
02519-0-000,Streptomyces_hygroscopicus
02692-0-001,Streptomyces_hygroscopicus
02891-0-001,Streptomyces_hygroscopicus
2008_001008-0-001,Streptomyces_hygroscopicus
63460-0-000,Streptomyces_hygroscopicus
63959-0-000,Streptomyces_hygroscopicus
64165-0-000,Streptomyces_hygroscopicus
65408-0-000,Streptomyces_hygroscopicus
003442-0-001,Streptomyces_iakyrus
63168-0-000,Streptomyces_iakyrus
63158-0-000,Streptomyces_indonesiensis
63959-0-000,Streptomyces_indonesiensis
64940-0-001,Streptomyces_indonesiensis
65408-0-000,Streptomyces_indonesiensis
012161-0-000,Streptomyces_ipomoeae
019091-0-001,Streptomyces_ipomoeae
028514-0-000,Streptomyces_ipomoeae
02891-0-001,Streptomyces_janthinus
63168-0-000,Streptomyces_janthinus
63516-0-000,Streptomyces_janthinus
003442-0-001,Streptomyces_javensis
007534-0-001,Streptomyces_javensis
